movieName,Year,Director,genre,Rating,Duration,Plot
Mies vailla menneisyyttä,2002,Aki Kaurismäki,"Comedy, Drama, Romance            ",7.6,97 min,"M arrives in Helsinki only to be viciously attacked by thugs and pronounced dead by medics. He revives but with no memory of his past or his identity. He rebuilds his life from scratch, but the past inevitably catches up with him."
The Remains of the Day,1993,James Ivory,"Drama, Romance            ",7.8,134 min,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.
Ossessione,1943,Luchino Visconti,"Crime, Drama, Romance            ",7.6,140 min,"Gino, a drifter, begins an affair with inn-owner Giovanna, and they plan to get rid of her older husband."
The Gunfighter,1950,Henry King,Western            ,7.7,85 min,"Notorious gunfighter Jimmy Ringo rides into town to find his true love, who doesn't want to see him. He hasn't come looking for trouble, but trouble finds him around every corner."
Il posto,1961,Ermanno Olmi,Drama            ,7.9,93 min,"Bursting with big dreams and plans, an Italian teen goes to Milan to work in a big impersonal corporate office, where he becomes disillusioned and drained of all his individualism."
Le cousin Jules,1972,Dominique Benicheti,Documentary            ,7.5,91 min,"An ode to rural France and the simple joys of life, Dominique Benicheti's glorious masterpiece COUSIN JULES captures the daily routine and rituals of Jules, a blacksmith, living with his ...                See full summary »"
Skyfall,2012,Sam Mendes,"Action, Adventure, Thriller            ",7.8,143 min,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost."
Le fantôme de la liberté,1974,Luis Buñuel,Comedy            ,7.8,104 min,A series of surreal sequences that critique morality and society in a stream of consciousness style.
Chalard games goeng,2017,Baz Poonpiriya,"Comedy, Crime, Drama            ",7.6,130 min,"Lynn, a genius high school student who makes money by cheating tests, receives a new task that leads her to set foot on Sydney, Australia. In order to complete the millions-Baht task, Lynn and her classmates have to finish the international STIC(SAT) exam and deliver the answers back to her friends in Thailand before the exam takes place once again in her home country."
L'amour fou,1969,Jacques Rivette,"Drama, Romance            ",7.3,252 min,"During the rehearsals for the production of the tragedy Andromaque, the leading actress and her director, a couple behind the scenes, can't find a way to leave their personal problems at ...                See full summary »"
Birdman or (The Unexpected Virtue of Ignorance),2014,Alejandro G. Iñárritu,"Comedy, Drama            ",7.7,119 min,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production."
Dawn of the Planet of the Apes,2014,Matt Reeves,"Action, Adventure, Drama            ",7.6,130 min,The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.
Den skyldige,2018,Gustav Möller,"Crime, Drama, Thriller            ",7.5,85 min,A police officer assigned alarm dispatch duty enters a race against time when he answers an emergency call from a kidnapped woman.
Central do Brasil,1998,Walter Salles,Drama            ,8,110 min,"The emotive journey of a former schoolteacher who writes letters for illiterate people, and a young boy whose mother has just died, as they search for the father he never knew."
Sita Sings the Blues,2008,Nina Paley,"Animation, Comedy, Fantasy            ",7.6,82 min,An animated version of the epic Indian tale of Ramayana set to the 1920s jazz vocals of Annette Hanshaw.
Thunder Soul,2010,Mark Landsman,"Documentary, Music            ",7.6,83 min,Alumni from Houston's storied Kashmere High School Stage Band return home after 35 years to play a tribute concert for their beloved band leader who turned the struggling jazz band into a world-class funk powerhouse in the early 1970s.
Little Fugitive,1953,Ray Ashley,"Drama, Family            ",7.5,75 min,"A young boy fears that he shot his older brother, who is only faking. He then runs away to Coney Island, a crowded beach area, and gets money by returning soda bottles for their deposits."
The Chant of Jimmie Blacksmith,1978,Fred Schepisi,"Biography, Crime, Drama            ",7.3,122 min,After suffering racist abuse throughout his life - which intensifies following his marriage to a white woman - a half-Aboriginal farmhand finds himself driven to murder.
Utamaro o meguru gonin no onna,1946,Kenji Mizoguchi,Drama            ,7,106 min,"Utamaro is a great artist who lives to create portraits of beautiful women, using the brothels of Tokyo to provide his models."
Hedwig and the Angry Inch,2001,John Cameron Mitchell,"Comedy, Drama, Music            ",7.7,95 min,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.
Le doulos,1962,Jean-Pierre Melville,"Crime, Thriller            ",7.7,108 min,A burglar betraying other criminals prepares for a big heist with a trusted friend who might be as untrustworthy as he.
Life Is Sweet,1990,Mike Leigh,"Comedy, Drama            ",7.4,103 min,"A shop assistant, her cook husband, and their twin daughters go about their lives in a working-class London suburb."
La Belle Noiseuse,1991,Jacques Rivette,Drama            ,7.5,238 min,"The former famous painter Frenhofer revisits an abandoned project using the girlfriend of a young visiting artist. Questions about truth, life, and artistic limits are explored."
Accattone,1961,Pier Paolo Pasolini,Drama            ,7.6,117 min,A pimp with no other means to provide for himself finds his life spiraling out of control when his prostitute is sent to prison.
The Hunchback of Notre Dame,1939,William Dieterle,"Drama, Horror, Romance            ",7.8,116 min,"In 15th-century France, a gypsy girl is framed for murder by the infatuated Chief Justice, and only the deformed bellringer of Notre Dame Cathedral can save her."
4 aventures de Reinette et Mirabelle,1987,Éric Rohmer,"Comedy, Drama, Romance            ",7.5,99 min,Two unlike girls are going to learn each other's world - lovely countryside and bustling Paris.
Il generale Della Rovere,1959,Roberto Rossellini,"Drama, War            ",7.7,132 min,"Bardone, a petty con man, is arrested by the Gestapo and coerced into impersonating a partisan leader in order to expose another resistance organizer."
Blade Runner 2049,2017,Denis Villeneuve,"Action, Drama, Mystery            ",8,164 min,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years."
Sedotta e abbandonata,1964,Pietro Germi,"Comedy, Drama            ",7.9,118 min,"A desperate Sicilian man, whose 15-year-old daughter was seduced and impregnated by his older daughter's fiancé, tries to find a way to save the family's honor."
Baby Driver,2017,Edgar Wright,"Action, Crime, Drama            ",7.5,113 min,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail."
The Bourne Ultimatum,2007,Paul Greengrass,"Action, Mystery, Thriller            ",8,115 min,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.
Twenty Feet from Stardom,2013,Morgan Neville,"Documentary, Biography, History            ",7.4,91 min,"Backup singers live in a world that lies just beyond the spotlight. Their voices bring harmony to the biggest bands in popular music, but we've had no idea who these singers are or what lives they lead, until now."
Say Anything...,1989,Cameron Crowe,"Comedy, Drama, Romance            ",7.3,100 min,A noble underachiever and a beautiful valedictorian fall in love the summer before she goes off to college.
Qingshaonian Nuozha,1992,Tsai Ming-liang,"Crime, Drama, Romance            ",7.5,106 min,"Within the urban gloom of Taipei, four youths face alienation, loneliness, and moments of existential crisis amidst a series of minor crimes."
Bad ma ra khahad bord,1999,Abbas Kiarostami,Drama            ,7.4,118 min,Irreverent city engineer Behzad comes to a rural village in Iran to keep vigil for a dying relative. In the meanwhile the film follows his efforts to fit in with the local community and how he changes his own attitudes as a result.
Rekopis znaleziony w Saragossie,1965,Wojciech Has,"Adventure, Comedy, Drama            ",7.8,182 min,"Upon finding a book that relates his grandfather's story, an officer ventures through Spain meeting a wide array of characters, most of whom have a story of their own to tell."
This Happy Breed,1944,David Lean,"Comedy, Drama            ",7.3,115 min,"Just after World War I, the Gibbons family moves to a nice house in the suburbs. They live an ordinary life throughout the years, but everything changes when World War II breaks out."
Night of the Demon,1957,Jacques Tourneur,"Fantasy, Horror, Mystery            ",7.4,96 min,"American professor John Holden arrives in London for a parapsychology conference, only to find himself investigating the mysterious actions of Devil-worshiper Julian Karswell."
Procès de Jeanne d'Arc,1962,Robert Bresson,"Biography, Drama, History            ",7.4,65 min,"A Joan of Arc's trial reconstruction concerning her imprisonment, interrogation and final execution at the hands of the English. Filmed in a spare, low-key fashion."
Room at the Top,1958,Jack Clayton,"Drama, Romance            ",7.5,117 min,An ambitious young accountant plots to wed a wealthy factory owner's daughter despite falling in love with a married older woman.
Lola,1981,Rainer Werner Fassbinder,"Drama, Romance            ",7.4,115 min,"A seductive cabaret singer-prostitute pits a corrupt building contractor against the new straight-arrow building commissioner, launching an outrageous plan to elevate herself in a world where everything-and everyone-is for sale."
Insiang,1976,Lino Brocka,Drama            ,7.6,95 min,The life of a young girl living with her mother in the slums of Manila becomes unbearable when her mother's young boyfriend moves in with them.
Nanjing! Nanjing!,2009,Chuan Lu,"Drama, History, War            ",7.7,132 min,"In 1937, Japan occupied Nanjing, the Chinese capital. There was a battle and subsequent atrocities against the inhabitants, especially those who took refuge in the International Security Zone."
Booksmart,2019,Olivia Wilde,Comedy            ,7.1,102 min,"On the eve of their high-school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night."
A Quiet Place,2018,John Krasinski,"Drama, Horror, Sci-Fi            ",7.5,90 min,A family struggles for survival in a world where most humans have been killed by blind but noise-sensitive creatures. They are forced to communicate in sign language to keep the creatures at bay.
Moana,I) (2016,Ron Clements,"Animation, Adventure, Comedy            ",7.6,107 min,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right."
Week End,1967,Jean-Luc Godard,"Adventure, Comedy, Drama            ",6.9,105 min,A surreal tale of a married couple going on a road trip to visit the wife's parents with the intention of killing them for the inheritance.
Don't Look Now,1973,Nicolas Roeg,"Drama, Horror, Mystery            ",7.1,110 min,"A married couple grieving the recent death of their young daughter are in Venice when they encounter two elderly sisters, one of whom is psychic and brings a warning from beyond."
Wagon Master,1950,John Ford,"Drama, Western            ",7.1,86 min,"Two young drifters guide a Mormon wagon train to the San Juan Valley and encounter cutthroats, Indians, geography, and moral challenges on the journey."
Ida,2013,Pawel Pawlikowski,Drama            ,7.4,82 min,A novice nun about to take her vows uncovers a family secret dating back to the German occupation.
The Long Good Friday,1980,John Mackenzie,"Crime, Drama, Mystery            ",7.6,114 min,"An up-and-coming gangster is tested by the insurgence of an unknown, very powerful threat."
Koroshi no rakuin,1967,Seijun Suzuki,"Action, Crime, Drama            ",7.2,91 min,"After a botched assignment, a rice-fetishizing hitman finds himself in conflict with his organization, and one mysterious, dangerous fellow-hitman in particular."
A New Leaf,1971,Elaine May,"Comedy, Romance            ",7.3,102 min,"Henry Graham lives the life of a playboy. When his lawyer tells him one day that his lifestyle has consumed all his funds, he needs an idea to avoid climbing down the social ladder. So he intends to marry a rich woman and - murder her."
Maboroshi no hikari,1995,Kore-eda Hirokazu,Drama            ,7.5,110 min,"A young woman's husband apparently commits suicide without warning or reason, leaving behind his wife and infant."
Le mari de la coiffeuse,1990,Patrice Leconte,"Comedy, Drama, Romance            ",7.1,82 min,"Antoine has always been fascinated by a hairdresser's delicate touch, the beguiling perfume and the enticing figure of a woman with an opulent bosom. After all, he always knew he would marry one, completing his idealised love fantasy."
7 Men from Now,1956,Budd Boetticher,Western            ,7.4,78 min,A former sheriff blames himself for his wife's death during a Wells Fargo robbery and vows to track down and kill the seven men responsible.
L'image manquante,2013,Rithy Panh,Documentary            ,7.3,92 min,"Rithy Panh uses clay figures, archival footage, and his narration to recreate the atrocities Cambodia's Khmer Rouge committed between 1975 and 1979."
Key Largo,1948,John Huston,"Action, Crime, Drama            ",7.7,100 min,"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other."
Adam's Rib,1949,George Cukor,"Comedy, Romance            ",7.4,101 min,Domestic and professional tensions mount when a husband and wife work as opposing lawyers in a case involving a woman who shot her husband.
Monsieur Hire,1989,Patrice Leconte,"Crime, Drama, Romance            ",7.5,81 min,A recluse is accused of murdering a young woman simply because his neighbors think he is strange.
Ansiktet,1958,Ingmar Bergman,"Comedy, Drama            ",7.6,101 min,"A traveling magician and his assistants are persecuted by authorities in Sweden of the 19th century. Their capture, however, didn't bring victory to those in power."
Gycklarnas afton,1953,Ingmar Bergman,Drama            ,7.4,93 min,"The complicated relationships between a circus ringmaster, his estranged wife and his lover."
Alice in den Städten,1974,Wim Wenders,Drama            ,7.9,113 min,A German journalist is saddled with a nine-year-old girl after encountering her mother at a New York airport.
Les vampires,1915,Louis Feuillade,"Action, Adventure, Crime            ",7.3,421 min,An intrepid reporter and his loyal friend battle a bizarre secret society of criminals known as The Vampires.
¡Que viva México! Da zdravstvuyet Meksika!,1979,Sergei Eisenstein,"Documentary, Drama, Western            ",7.4,90 min,"Eisenstein shows us Mexico in this movie, its history and its culture. He believes, that Mexico can become a modern state."
Zimna wojna,2018,Pawel Pawlikowski,"Drama, Music, Romance            ",7.5,89 min,"In the 1950s, a music director falls in love with a singer and tries to persuade her to flee communist Poland for France."
Monsieur Lazhar,2011,Philippe Falardeau,"Comedy, Drama            ",7.5,95 min,"At a Montréal public grade school, an Algerian immigrant is hired to replace a popular teacher who committed suicide in her classroom. While helping his students deal with their grief, his own recent loss is revealed."
Wadjda,2012,Haifaa Al-Mansour,"Comedy, Drama            ",7.5,98 min,An enterprising Saudi girl signs on for her school's Koran recitation competition as a way to raise the remaining funds she needs in order to buy the green bicycle that has captured her interest.
Profondo rosso,1975,Dario Argento,"Horror, Mystery, Thriller            ",7.5,127 min,A jazz pianist and a wisecracking journalist are pulled into a complex web of mystery after the former witnesses the brutal murder of a psychic.
The More the Merrier,1943,George Stevens,Comedy            ,7.6,104 min,"During the World War II housing shortage in Washington, two men and a woman share a single apartment and the older man plays Cupid to the other two."
Man of the West,1958,Anthony Mann,Western            ,7.1,100 min,A reformed outlaw becomes stranded after an aborted train robbery with two other passengers and is forced to rejoin his old outlaw band.
Project Nim,2011,James Marsh,Documentary            ,7.4,93 min,Tells the story of a chimpanzee taken from its mother at birth and raised like a human child by a family in a brownstone on the upper West Side in the 1970s.
Phoenix,II) (2014,Christian Petzold,"Drama, History, Music            ",7.3,98 min,A disfigured Holocaust survivor sets out to determine if the man she loved betrayed her trust.
120 battements par minute,2017,Robin Campillo,Drama            ,7.4,143 min,Members of the advocacy group ACT UP Paris demand action by the government and pharmaceutical companies to combat the AIDS epidemic in the early 1990s.
Mafioso,1962,Alberto Lattuada,"Comedy, Crime, Drama            ",7.6,105 min,"When a good-natured factory supervisor living in Milan with his Northern wife returns to his native Sicily, a decades'-old oath forces him to fulfill a nightmarish obligation."
Atlantic City,1980,Louis Malle,"Crime, Drama, Romance            ",7.3,104 min,"In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger."
Gilda,1946,Charles Vidor,"Drama, Film-Noir, Romance            ",7.6,110 min,A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.
The Band Wagon,1953,Vincente Minnelli,"Comedy, Musical, Romance            ",7.4,112 min,A pretentiously artistic director is hired for a new Broadway musical and changes it beyond recognition.
Dragon Inn,1967,King Hu,"Action, Adventure            ",7.4,111 min,"When the children of an executed General are pursued in 1457 China, some heroic martial arts swordsmen intervene."
Sans soleil,1983,Chris Marker,"Documentary, Drama            ",7.8,104 min,"A woman narrates the contemplative writings of a seasoned world traveler, focusing on contemporary Japan."
Oliver Twist,1948,David Lean,Drama            ,7.8,116 min,"In Charles Dickens' classic tale, an orphan wends his way from cruel apprenticeship to den of thieves in search of a true home."
L'âge d'or,1930,Luis Buñuel,"Comedy, Drama            ",7.2,60 min,"A surrealist tale of a man and a woman who are passionately in love with each other, but their attempts to consummate that passion are constantly thwarted by their families, the Church, and bourgeois society."
Incredibles 2,2018,Brad Bird,"Animation, Action, Adventure            ",7.6,118 min,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.
127 Hours,2010,Danny Boyle,"Biography, Drama            ",7.5,94 min,"A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive."
Juno,2007,Jason Reitman,"Comedy, Drama            ",7.5,96 min,"Faced with an unplanned pregnancy, an offbeat young woman makes a selfless decision regarding the unborn child."
Beasts of No Nation,2015,Cary Joji Fukunaga,"Drama, War            ",7.7,137 min,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country."
Viaggio in Italia,1954,Roberto Rossellini,"Drama, Romance            ",7.3,85 min,An unhappily married couple attempts to find direction and insight while vacationing in Naples.
Can You Ever Forgive Me?,2018,Marielle Heller,"Biography, Comedy, Crime            ",7.1,106 min,"When Lee Israel falls out of step with current tastes, she turns her art form to deception."
Park Row,1952,Samuel Fuller,"Drama, Thriller            ",7.2,83 min,"The Globe is a small, but visionary newspaper started by Phineas Mitchell, an editor recently fired by The Star. The two newspapers become enemies, and the Star's ruthless heiress Charity Hackett decides to eliminate the competition."
High Hopes,1988,Mike Leigh,"Comedy, Drama            ",7.4,108 min,The life of a working class couple living in London and their complicated relationships with other members of the family.
Inside Llewyn Davis,2013,Ethan Coen,"Drama, Music            ",7.4,104 min,A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961.
Aquarius,I) (2016,Kleber Mendonça Filho,Drama            ,7.4,146 min,"Clara, 65, lives her life to the fullest with her family and friends. A construction company wants her Recife oceanfront condo, as they've already bought all the other in the 3 story building. Clara's staying."
Bad Day at Black Rock,1955,John Sturges,"Crime, Drama, Mystery            ",7.7,81 min,"A one-armed stranger comes to a tiny town possessing a terrible past they want to keep secret, by violent means if necessary."
Fort Apache,1948,John Ford,"Drama, Western            ",7.4,128 min,"At Fort Apache, an honorable and veteran war captain finds conflict when his regime is placed under the command of a young, glory hungry lieutenant colonel with no respect for the local Indian tribe."
À nous la liberté,1931,René Clair,"Comedy, Musical            ",7.4,83 min,"Seeking better life, two convicts escape from prison."
Zelig,1983,Woody Allen,Comedy            ,7.7,79 min,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people."
You Only Live Once,1937,Fritz Lang,"Crime, Drama, Film-Noir            ",7.2,86 min,"The public defender's secretary and an ex-convict get married and try to make a life together, but a series of disasters sends their lives spiraling out of control."
El chacal de Nahueltoro,1969,Miguel Littin,"Biography, Crime, Drama            ",7.6,95 min,"The real story about an illiterate murderer, educated in prison, where he reflects on his actions days before he died."
Strategia del ragno,1970,Bernardo Bertolucci,"Drama, Mystery            ",6.9,100 min,A man returns to the place where his father was murdered and tries to find closure. But he finds himself in a similar predicament as his late father instead.
Moneyball,2011,Bennett Miller,"Biography, Drama, Sport            ",7.6,133 min,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
Milk,I) (2008,Gus Van Sant,"Biography, Drama, History            ",7.5,128 min,"The story of Harvey Milk, and his struggles as an American gay activist who fought for gay rights and became California's first openly gay elected official."
"Deux jours, une nuit",2014,Jean-Pierre Dardenne,Drama            ,7.3,95 min,"Liège, Belgium. Sandra is a factory worker who discovers that her workmates have opted for a EUR1,000 bonus in exchange for her dismissal. She has only a weekend to convince her colleagues to give up their bonuses in order to keep her job."
Foxtrot,II) (2017,Samuel Maoz,Drama            ,7.2,113 min,A troubled family must face the facts when something goes terribly wrong at their son's desolate military post.
Blood Simple,1984,Joel Coen,"Crime, Drama, Thriller            ",7.6,99 min,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies, and mischief ensues after he devises a plot to have them murdered."
Force of Evil,1948,Abraham Polonsky,"Crime, Drama, Film-Noir            ",7.2,79 min,An unethical lawyer who wants to help his older brother becomes a partner with a client in the numbers racket.
Never Give a Sucker an Even Break,1941,Edward F. Cline,"Comedy, Musical            ",7,71 min,"A filmmaker attempts to sell a surreal script he has written, which comes to life as he pitches it."
La chute de la maison Usher,1928,Jean Epstein,"Drama, Fantasy, Horror            ",7.3,72 min,"Allan visits the sinister Usher family mansion, where his friend Roderick is painting a portrait of his sickly wife Madeline. The portrait seems to be draining the life out of Madeline, slowly leading to her death."
La guerre est finie,1966,Alain Resnais,"Drama, War            ",7.3,121 min,A middle-aged political activist tries to dissuade his young followers from taking radical action.
Manila in the Claws of Light,1975,Lino Brocka,"Drama, Mystery            ",7.8,125 min,"Júlio Madiaga, a 'provinciano', arrives in Manila to search for his beloved, Ligaya."
Cameraperson,2016,Kirsten Johnson,"Documentary, Biography, History            ",7.4,102 min,"Exposing her role behind the camera, Kirsten Johnson reaches into the vast trove of footage she has shot over decades around the world. What emerges is a visually bold memoir and a revelatory interrogation of the power of the camera."
Goldfinger,1964,Guy Hamilton,"Action, Adventure, Thriller            ",7.7,110 min,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve."
Ostre sledované vlaky,1966,Jirí Menzel,"Comedy, Drama, Romance            ",7.6,92 min,An apprentice train dispatcher at a village station seeks his first sexual encounter and becomes despondent when he is unable to perform.
5 Fingers,1952,Joseph L. Mankiewicz,"Crime, Drama, Mystery            ",7.6,108 min,During WWII the valet to the British Ambassador to Ankara sells British secrets to the Germans while trying to romance a refugee Polish countess.
Naniwa erejî,1936,Kenji Mizoguchi,"Comedy, Drama            ",7.2,71 min,A young woman becomes a mistress of her boss in order to support her family.
True Grit,2010,Ethan Coen,"Drama, Western            ",7.6,110 min,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.
Nebraska,2013,Alexander Payne,Drama            ,7.7,115 min,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize."
Diva,1981,Jean-Jacques Beineix,"Crime, Music, Thriller            ",7.2,117 min,"Two tapes, two Parisian mob killers, one corrupt policeman, an opera fan, a teenage thief, and the coolest philosopher ever filmed all twist their way through an intricate and stylish French-language thriller."
Paterson,2016,Jim Jarmusch,"Comedy, Drama, Romance            ",7.3,118 min,"A quiet observation of the triumphs and defeats of daily life, along with the poetry evident in its smallest details."
You Can Count on Me,2000,Kenneth Lonergan,Drama            ,7.5,111 min,"A single mother's life is thrown into turmoil after her struggling, rarely seen younger brother returns to town."
Kiss Me Deadly,1955,Robert Aldrich,"Crime, Film-Noir, Mystery            ",7.5,106 min,"A doomed female hitchhiker pulls Mike Hammer into a deadly whirlpool of intrigue, revolving around a mysterious ""great whatsit""."
Dead of Night,1945,Alberto Cavalcanti,"Drama, Horror            ",7.5,103 min,"Guests invited to a weekend in the country share their supernatural stories, beginning with Walter Craig, who senses impending doom as his half-remembered recurring dream turns into reality."
Westfront 1918: Vier von der Infanterie,1930,Georg Wilhelm Pabst,"Drama, Romance, War            ",7.4,75 min,A group of German solders fight on the front line in France at the end of World War I.
The Young One,1960,Luis Buñuel,Drama            ,7.4,96 min,"A jazz musician seeks refuge from a lynch mob on a remote island, where he meets a hostile game warden and the young object of his attentions."
Ponette,1996,Jacques Doillon,Drama            ,7.5,97 min,A four-year-old girl tries to come to terms with the sudden death of her mother.
Il postino,1994,Michael Radford,"Biography, Comedy, Drama            ",7.8,108 min,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice."
'Northwest Passage' (Book I -- Rogers' Rangers),1940,King Vidor,"Adventure, Drama, History            ",7,126 min,"Langdon Towne and Hunk Marriner join Major Rogers' Rangers as they wipe out an Indian village. They set out for Fort Wentworth, but when they arrive they find no soldiers and none of the supplies they expected."
La tortue rouge,2016,Michael Dudok de Wit,"Animation, Drama, Family            ",7.5,80 min,"A man is shipwrecked on a deserted island and encounters a big red turtle, which changes his life."
A Touch of Zen,1971,King Hu,"Action, Adventure, Drama            ",7.5,200 min,A lady fugitive on the run from corrupt government officials is joined in her endeavors by an unambitious painter and skilled Buddhist monks.
The Bank Dick,1940,Edward F. Cline,Comedy            ,7.1,72 min,Henpecked Egbert Sousé has comic adventures as a substitute film director and unlikely bank guard.
The Station Agent,2003,Tom McCarthy,"Comedy, Drama            ",7.6,89 min,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss."
Forbidden Planet,1956,Fred M. Wilcox,"Adventure, Sci-Fi            ",7.5,98 min,"A starship crew in the 23rd century goes to investigate the silence of a distant planet's colony, only to find just two survivors, a powerful robot, and the deadly secret of a lost civilization."
L'enfant sauvage,1970,François Truffaut,"Biography, Drama, History            ",7.5,83 min,"In a French forest in 1798, a child is found who cannot walk, speak, read or write. A doctor becomes interested in the child and patiently attempts to civilize him."
Le grand amour,1969,Pierre Étaix,"Comedy, Romance            ",7.5,87 min,"After fifteen years of average married life and stifling in-laws, a businessman undergoes a midlife crisis and pursues his attractive young secretary."
Longford,2006 TV Movie,Tom Hooper,"Biography, Crime, Drama            ",7.5,93 min,"A portrait of Lord Longford, a tireless British campaigner whose controversial beliefs often resulted in furious political debate and personal conflict."
Léolo,1992,Jean-Claude Lauzon,"Comedy, Drama, Fantasy            ",7.4,107 min,The story of a young Canadian boy who tries to escape mentally from his disturbed family thanks to his fantasy and imagination.
Tulitikkutehtaan tyttö,1990,Aki Kaurismäki,"Comedy, Crime, Drama            ",7.5,69 min,"A woman's terribly dull life is upended by a one-night stand pregnancy, causing her to seek retribution."
BlacKkKlansman,2018,Spike Lee,"Biography, Comedy, Crime            ",7.5,135 min,"Ron Stallworth, an African American police officer from Colorado Springs, Colorado, successfully infiltrates the local Ku Klux Klan branch aided by a Jewish surrogate who eventually becomes its leader. Based on actual events."
Hugo,2011,Martin Scorsese,"Adventure, Drama, Family            ",7.5,126 min,"In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton."
If....,1968,Lindsay Anderson,"Crime, Drama            ",7.4,111 min,"In this allegorical story, a revolution led by pupil Mick Travis takes place at an old established private school in England."
The Draughtsman's Contract,1982,Peter Greenaway,"Comedy, Drama, Mystery            ",7.2,108 min,A young artist is commissioned by the wife of a wealthy landowner to make a series of drawings of the estate while her husband is away.
Raining Stones,1993,Ken Loach,"Comedy, Drama            ",7.3,90 min,"This Ken Loach film tells the story of a man devoted to his family and his religion. Proud, though poor, Bob wants his little girl to have a beautiful (and costly) brand-new dress for her ...                See full summary »"
Entre les murs,2008,Laurent Cantet,Drama            ,7.5,128 min,Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.
Pinocchio,1940,Norman Ferguson,"Animation, Adventure, Comedy            ",7.5,88 min,"A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy."
Ah fei jing juen,1990,Kar-Wai Wong,"Crime, Drama, Romance            ",7.4,100 min,A man tries to find out who his real mother is after the woman who raised him tells him the truth.
War for the Planet of the Apes,2017,Matt Reeves,"Action, Adventure, Drama            ",7.4,140 min,"After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind."
Suspiria,1977,Dario Argento,Horror            ,7.3,99 min,An American newcomer to a prestigious German ballet academy comes to realize that the school is a front for something sinister amid a series of grisly murders.
The Freshman,1925,Fred C. Newmeyer,"Comedy, Family, Romance            ",7.5,77 min,A nerdy college student will do anything to become popular on campus.
Sicario,2015,Denis Villeneuve,"Action, Crime, Drama            ",7.7,121 min,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.
Gokseong,2016,Na Hong-jin,"Drama, Horror, Mystery            ",7.4,156 min,"Soon after a stranger arrives in a little village, a mysterious sickness starts spreading. A policeman, drawn into the incident, is forced to solve the mystery in order to save his daughter."
L'argent,1983,Robert Bresson,"Crime, Drama            ",7.4,85 min,A counterfeit bill that starts off as a schoolboy prank leads to incarceration and violence.
Boudu sauvé des eaux,1932,Jean Renoir,Comedy            ,7.2,85 min,"A bookseller saves a tramp from drowning and shelters him, but the tramp's odd behavior starts to wear everyone down."
Baby Doll,1956,Elia Kazan,"Comedy, Drama            ",7.3,114 min,An immature child bride holds her anxious husband at bay while flirting with an amorous Sicilian farmer.
The Lusty Men,1952,Nicholas Ray,"Action, Drama, Sport            ",7.3,113 min,Retired rodeo champion Jeff McCloud agrees to mentor novice rodeo contestant Wes Merritt against the wishes of Merritt's wife who fears the dangers of this rough sport.
